"Gene","HUVEC_low1","HUVEC_low2","HUVEC_low3","HUVEC_high1","HUVEC_high2","HUVEC_high3","HUVEC_high4","HUAEC_low1","HUAEC_low2","HUAEC_low3","HUAEC_low4","HUAEC_high1","HUAEC_high2","HUAEC_high3","HUAEC_high4"
"ENSG00000111850.12",13,66,51,198,156,221,75,164,178,278,256,253,31,254,207
"ENSG00000111859.18",35,17,28,30,56,7,38,1,30,33,15,1,9,51,20
"ENSG00000111860.15",14,5,0,0,0,2,0,1,0,0,0,2,0,1,0
"ENSG00000111863.14",8,0,1,2,4,4,6,0,1,0,0,0,0,0,0
"ENSG00000111875.9",17,22,8,48,30,79,12,38,47,42,56,37,6,43,32
"ENSG00000111877.19",0,1,0,4,0,1,1,8,0,0,6,4,0,12,0
"ENSG00000111879.20",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000111880.17",21,5,0,1,1,3,4,3,15,4,4,0,0,2,8
"ENSG00000111885.8",0,5,4,2,2,2,5,0,0,0,1,1,0,0,0
"ENSG00000111886.11",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000111897.8",12,17,5,13,10,14,9,9,24,26,20,9,6,17,16
"ENSG00000111906.19",17,18,8,35,10,60,15,50,76,77,54,68,19,53,58
"ENSG00000111907.21",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"ENSG00000111911.8",3,3,0,6,0,4,0,6,9,2,9,4,2,5,1
"ENSG00000111912.21",44,20,18,31,26,33,37,30,51,33,68,36,8,61,16
"ENSG00000111913.20",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000111961.20",2,3,3,8,0,6,3,4,2,12,11,3,1,14,9
"ENSG00000111962.8",0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"ENSG00000111971.14",1,1,0,10,3,9,0,6,6,15,9,12,0,2,8
"ENSG00000111981.5",0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
"ENSG00000112029.10",18,6,3,12,6,6,6,6,6,6,7,8,0,0,0
"ENSG00000112031.17",14,20,30,47,39,17,17,30,70,78,47,58,1,6,25
"ENSG00000112033.15",1,8,8,8,2,0,0,8,0,0,0,1,0,3,9
"ENSG00000112038.18",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000112039.6",11,11,1,22,15,8,8,16,12,4,1,1,0,1,0
"ENSG00000112053.14",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000112062.14",12,24,0,20,8,22,15,21,19,30,20,16,6,13,14
"ENSG00000112078.15",66,44,20,54,16,35,29,29,31,67,15,42,9,25,10
"ENSG00000112079.11",2,4,6,11,4,6,7,0,2,0,2,6,0,7,0
"ENSG00000112081.19",279,183,130,498,361,546,209,313,554,511,470,272,94,425,389
"ENSG00000112110.11",65,34,19,150,60,227,32,104,192,244,203,129,69,174,176
"ENSG00000112118.21",83,101,53,168,126,128,125,81,66,126,80,89,14,86,81
"ENSG00000112130.18",8,0,1,23,20,24,26,18,15,37,26,19,8,18,8
"ENSG00000112137.19",1,0,1,0,0,6,3,16,6,18,19,2,0,0,6
"ENSG00000112139.18",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112144.16",0,1,6,12,12,6,1,6,1,21,1,6,0,1,6
"ENSG00000112146.17",18,29,9,23,21,0,6,1,52,58,44,34,1,12,8
"ENSG00000112149.10",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000112159.13",20,14,19,6,0,29,41,22,18,0,15,4,1,0,8
"ENSG00000112164.6",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112167.11",0,15,10,35,20,17,1,45,60,15,35,20,0,30,10
"ENSG00000112182.17",1,0,0,3,9,2,2,1,4,4,3,5,0,1,2
"ENSG00000112183.15",0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112186.14",0,10,10,4,6,0,0,15,1,0,0,16,0,0,1
"ENSG00000112200.18",18,0,4,10,19,7,9,10,3,22,9,2,1,0,3
"ENSG00000112208.12",3,0,0,3,6,0,0,5,8,7,5,7,3,7,5
"ENSG00000112210.13",8,5,1,10,1,3,11,2,7,8,17,1,0,6,5
"ENSG00000112218.9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000112234.10",10,0,0,0,1,1,0,5,3,0,0,0,1,0,0
"ENSG00000112237.14",31,19,12,67,73,53,48,78,103,99,61,41,7,67,37
"ENSG00000112242.17",11,2,2,4,18,8,12,11,7,5,19,9,2,0,4
"ENSG00000112245.14",161,138,53,67,130,107,77,115,167,225,140,39,43,92,49
"ENSG00000112249.15",3,7,1,5,10,5,2,4,7,20,21,5,0,5,9
"ENSG00000112276.15",1,0,2,1,0,1,0,0,2,0,0,0,0,0,0
"ENSG00000112280.18",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000112282.19",0,1,4,22,5,19,10,6,5,6,8,10,0,0,2
"ENSG00000112290.13",10,10,0,30,20,5,0,10,20,1,1,0,3,1,10
"ENSG00000112293.16",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000112294.15",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112297.18",3,3,1,8,5,2,0,5,22,12,15,5,3,7,3
"ENSG00000112299.8",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"ENSG00000112304.12",44,36,26,179,88,291,43,272,389,340,420,287,101,475,310
"ENSG00000112305.16",18,0,21,10,1,6,2,1,1,42,26,11,0,23,15
"ENSG00000112306.9",11020,14270,11188,47494,26879,64289,19864,52456,71564,76412,68572,69104,12640,67664,50599
"ENSG00000112308.15",58,36,36,62,62,56,64,94,78,100,76,30,16,36,36
"ENSG00000112312.11",48,10,12,95,40,74,30,54,70,79,84,64,7,47,40
"ENSG00000112319.21",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112320.13",1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
"ENSG00000112335.16",123,77,63,107,139,100,69,94,160,111,98,71,12,126,95
"ENSG00000112339.16",37,39,70,101,84,41,39,35,56,93,43,37,5,26,21
"ENSG00000112343.12",4,6,2,4,2,5,3,4,12,16,5,4,1,7,3
"ENSG00000112357.15",10,0,1,0,0,0,0,3,8,5,15,1,0,0,1
"ENSG00000112365.7",26,30,40,26,45,48,10,16,24,32,56,0,0,33,10
"ENSG00000112367.13",12,3,2,16,4,14,11,15,22,9,36,24,0,14,3
"ENSG00000112378.12",18,13,15,28,16,40,16,14,14,15,12,5,0,13,9
"ENSG00000112379.10",1,1,1,3,0,1,3,2,0,0,0,2,0,0,0
"ENSG00000112394.18",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000112406.6",6,3,0,7,2,6,9,2,2,8,1,3,0,4,1
"ENSG00000112414.16",38,50,15,36,39,43,21,141,203,139,135,82,24,135,87
"ENSG00000112419.16",48,76,34,82,42,44,47,67,81,119,104,102,8,54,30
"ENSG00000112425.16",1,3,9,17,0,1,0,10,1,15,1,0,0,0,0
"ENSG00000112473.19",12,11,4,4,7,14,16,6,21,4,8,9,3,22,20
"ENSG00000112474.4",0,0,1,1,1,0,0,1,1,0,0,0,0,4,0
"ENSG00000112493.12",18,16,10,32,28,23,19,21,52,63,54,39,9,22,23
"ENSG00000112511.18",8,6,1,13,3,6,0,12,7,9,6,1,0,10,5
"ENSG00000112514.18",174,185,156,738,324,1217,195,917,1157,1198,1129,1036,208,1119,735
"ENSG00000112531.18",106,37,27,59,47,51,34,35,57,99,53,46,13,37,37
"ENSG00000112541.19",3,0,0,0,21,8,1,0,0,0,0,0,0,0,0
"ENSG00000112559.15",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112561.19",0,7,0,1,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000112576.13",140,65,74,129,99,59,82,105,82,208,101,81,7,56,47
"ENSG00000112578.12",27,15,12,24,1,18,12,12,21,15,7,10,0,5,1
"ENSG00000112584.14",18,8,6,15,8,7,4,17,15,4,16,10,1,22,4
"ENSG00000112592.16",20,0,17,15,15,6,10,27,15,35,10,45,4,8,5
"ENSG00000112619.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112624.14",0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
"ENSG00000112640.17",28,14,22,7,53,61,25,24,57,58,23,28,0,32,15
"ENSG00000112651.13",45,108,56,266,150,273,106,224,305,368,358,304,54,295,216
"ENSG00000112655.17",8,30,4,3,3,0,18,38,3,25,36,13,6,9,10
"ENSG00000112658.9",11,18,2,17,21,9,9,9,21,8,21,12,2,10,7
"ENSG00000112659.15",1,1,0,0,18,3,5,0,31,36,12,0,0,18,9
"ENSG00000112667.14",13,24,15,16,17,16,20,34,68,46,43,29,9,29,25
"ENSG00000112679.15",20,30,15,30,10,28,15,25,17,39,22,24,0,8,15
"ENSG00000112685.15",10,10,14,25,18,19,12,17,21,39,26,15,6,15,11
"ENSG00000112695.14",4675,5997,4477,19508,12190,25953,8848,21457,28141,31405,28968,27617,4742,27585,20671
"ENSG00000112697.18",178,175,88,190,162,211,167,335,364,530,309,170,61,246,215
"ENSG00000112699.12",36,30,16,46,42,30,24,30,42,66,21,12,0,31,13
"ENSG00000112701.19",12,15,6,25,1,21,12,24,20,21,18,9,0,21,30
"ENSG00000112715.26",8,10,9,12,1,4,0,3,0,4,8,0,0,9,2
"ENSG00000112739.18",76,121,100,307,110,122,157,150,206,279,213,194,14,160,114
"ENSG00000112742.11",15,0,0,30,15,34,22,0,12,12,19,19,0,6,6
"ENSG00000112759.20",143,227,108,209,196,258,129,175,290,283,235,132,31,238,148
"ENSG00000112761.22",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000112763.18",9,4,1,4,8,19,11,31,19,14,18,16,1,42,9
"ENSG00000112769.21",296,197,103,347,321,562,214,264,283,354,263,139,11,183,264
"ENSG00000112773.16",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"ENSG00000112782.19",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000112787.15",15,7,10,27,27,27,42,20,30,15,39,18,1,20,30
"ENSG00000112812.16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000112837.17",2,4,4,3,5,1,0,2,7,2,4,0,1,8,1
"ENSG00000112851.17",26,5,12,1,29,25,35,1,52,37,26,2,0,16,1
"ENSG00000112852.7",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000112855.18",66,69,37,63,43,79,35,19,75,54,51,67,11,55,60
"ENSG00000112874.11",0,1,2,0,1,0,0,0,0,1,2,0,1,0,2
"ENSG00000112877.9",0,0,0,2,4,0,1,0,0,0,0,0,0,1,0
"ENSG00000112893.11",6,10,1,15,16,16,10,19,27,29,15,4,0,10,18
"ENSG00000112902.13",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000112936.21",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"ENSG00000112941.14",9,0,0,3,0,1,0,0,5,5,1,2,1,0,3
"ENSG00000112972.16",237,129,116,105,196,120,106,101,242,233,160,68,22,110,84
"ENSG00000112977.17",39,25,21,38,32,21,27,22,51,45,41,27,4,17,26
"ENSG00000112981.6",7,0,1,4,0,5,0,0,2,3,3,3,0,8,1
"ENSG00000112983.18",77,30,12,102,36,42,24,55,76,18,44,20,0,28,40
"ENSG00000112984.13",35,42,14,26,44,29,42,17,65,26,31,55,18,25,31
"ENSG00000112992.19",40,70,74,39,58,18,39,42,58,39,83,21,3,37,5
"ENSG00000112996.12",8,14,3,2,2,9,3,6,11,17,5,4,1,6,9
"ENSG00000113013.17",190,190,126,275,266,186,135,241,262,480,220,145,55,268,322
"ENSG00000113048.20",58,87,48,210,61,175,54,79,205,178,98,134,18,53,37
"ENSG00000113068.11",81,47,62,109,85,186,40,81,140,122,96,111,18,105,73
"ENSG00000113070.9",6,5,1,10,7,5,1,7,2,18,0,2,1,2,1
"ENSG00000113083.16",27,51,12,48,45,19,28,8,24,36,53,37,4,21,25
"ENSG00000113108.21",0,0,0,10,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000113119.14",0,0,0,0,0,1,1,1,8,12,12,1,0,12,22
"ENSG00000113140.12",325,360,203,305,345,274,274,445,684,822,554,385,86,400,292
"ENSG00000113141.20",28,34,26,72,31,69,37,38,96,85,57,37,1,62,29
"ENSG00000113161.18",203,274,142,291,234,537,231,439,539,641,490,343,51,265,133
"ENSG00000113163.20",5,8,9,34,1,11,8,3,18,30,4,1,0,17,13
"ENSG00000113194.14",14,12,2,10,7,10,15,10,20,12,8,2,4,9,4
"ENSG00000113212.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000113240.15",22,0,7,9,2,2,1,1,3,72,10,1,0,0,19
"ENSG00000113248.6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000113262.16",0,0,0,0,0,0,0,1,0,0,1,0,0,8,0
"ENSG00000113269.15",15,53,45,32,31,44,17,14,55,63,79,50,1,36,31
"ENSG00000113272.15",0,6,0,6,8,1,6,4,1,40,3,7,1,9,13
"ENSG00000113273.18",2,8,6,6,4,2,3,5,18,16,7,11,1,17,1
"ENSG00000113282.15",51,23,30,61,41,86,73,62,86,108,46,40,31,32,45
"ENSG00000113296.15",0,0,0,0,0,1,0,0,0,2,0,2,0,0,0
"ENSG00000113300.14",24,30,9,30,36,39,24,6,15,42,30,1,9,1,9
"ENSG00000113312.13",80,81,15,131,71,160,69,128,245,154,105,124,38,123,117
"ENSG00000113318.12",25,4,0,6,6,10,1,25,35,0,4,3,0,25,1
"ENSG00000113319.14",0,0,0,0,0,0,0,4,0,14,8,6,4,11,5
"ENSG00000113327.17",0,0,2,0,2,0,1,0,0,3,1,0,1,0,0
"ENSG00000113328.22",74,87,72,77,59,46,78,69,98,127,77,67,10,115,76
"ENSG00000113356.14",12,4,6,45,28,42,25,71,136,104,99,83,11,84,80
"ENSG00000113360.18",35,19,1,75,28,29,1,16,36,53,21,18,5,21,17
"ENSG00000113361.13",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"ENSG00000113368.13",8,17,38,18,14,7,23,4,42,22,28,14,5,14,9
"ENSG00000113369.9",7,6,1,5,4,5,4,12,14,10,21,20,1,7,4
"ENSG00000113384.15",20,8,8,7,8,2,19,19,13,20,16,6,2,21,7
"ENSG00000113387.14",641,791,830,3429,1484,5000,1265,3550,4414,4649,4722,3999,882,4548,3711
"ENSG00000113389.16",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000113391.20",11,1,0,16,3,12,2,9,6,25,32,16,0,3,10
"ENSG00000113407.15",154,173,81,179,161,169,151,138,184,260,122,133,43,134,108
"ENSG00000113441.17",6,4,4,6,1,12,3,1,16,7,11,5,0,2,3
"ENSG00000113448.21",3,3,0,14,14,15,6,9,19,9,11,7,1,0,3
"ENSG00000113456.21",20,36,29,132,48,184,46,77,110,142,108,96,22,98,107
"ENSG00000113460.14",24,20,13,9,21,34,14,24,52,30,28,22,2,24,22
"ENSG00000113492.14",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000113504.21",5,5,1,4,6,8,4,1,2,9,1,1,0,3,1
"ENSG00000113532.14",5,1,5,6,7,5,2,12,6,2,5,0,1,2,3
"ENSG00000113552.17",42,30,16,38,18,54,28,32,34,70,55,48,5,39,46
"ENSG00000113555.6",7,6,5,19,21,11,5,24,15,31,14,12,4,28,14
"ENSG00000113569.18",33,6,12,4,4,14,2,7,37,10,12,11,1,16,5
"ENSG00000113575.14",4189,7004,4847,15817,7974,14004,8109,12979,23081,20693,20535,14846,2717,15730,14904
"ENSG00000113578.19",1,6,0,6,5,3,0,3,0,2,0,10,0,0,0
"ENSG00000113580.15",0,0,5,17,2,6,1,0,1,3,1,1,0,18,0
"ENSG00000113583.9",10,7,9,21,11,10,5,8,7,5,10,7,2,8,4
"ENSG00000113593.13",24,12,8,59,36,50,15,48,60,34,28,41,8,37,6
"ENSG00000113594.11",0,4,6,4,1,10,1,5,16,28,12,8,0,10,0
"ENSG00000113595.15",0,1,1,9,3,0,0,0,10,8,2,10,1,1,1
"ENSG00000113597.19",0,1,4,19,40,15,22,0,28,61,25,30,1,13,0
"ENSG00000113615.14",5,7,0,1,1,1,3,3,5,5,0,3,0,0,0
"ENSG00000113621.16",42,58,15,34,52,49,69,85,100,201,85,59,14,76,42
"ENSG00000113638.15",2,2,0,1,1,4,0,2,1,3,2,2,0,2,5
"ENSG00000113643.10",56,38,34,33,52,108,55,59,59,104,98,37,4,60,41
"ENSG00000113645.15",0,0,1,0,0,0,0,0,0,16,0,0,0,0,0
"ENSG00000113648.18",76,126,43,121,86,83,90,99,157,217,122,123,10,133,113
"ENSG00000113649.15",18,24,30,60,10,59,28,35,14,102,30,29,0,36,11
"ENSG00000113657.14",115,62,43,74,59,58,68,61,96,170,58,56,12,57,51
"ENSG00000113658.19",14,13,0,44,18,18,5,13,46,26,23,8,1,8,12
"ENSG00000113712.19",181,96,37,168,214,142,152,176,207,318,231,181,13,169,116
"ENSG00000113716.14",8,12,6,27,19,22,8,11,8,21,12,15,0,4,16
"ENSG00000113719.18",145,94,47,103,170,125,108,160,271,304,258,230,55,245,136
"ENSG00000113721.14",0,1,0,0,3,0,1,0,0,0,0,0,0,0,0
"ENSG00000113732.10",247,163,78,472,230,744,185,613,822,844,891,607,179,741,573
"ENSG00000113734.19",15,24,5,27,6,54,15,24,51,39,27,20,7,27,26
"ENSG00000113739.11",6,3,3,6,3,12,6,8,7,6,10,5,1,2,3
"ENSG00000113742.14",0,0,0,0,1,4,8,1,0,10,1,8,1,0,0
"ENSG00000113758.15",195,176,132,188,209,230,212,141,245,286,206,171,19,127,115
"ENSG00000113761.13",1,24,0,0,4,12,12,12,24,32,78,14,1,14,12
"ENSG00000113790.12",2,0,1,1,0,0,0,1,5,1,8,3,0,9,1
"ENSG00000113810.17",77,94,60,70,120,113,91,28,52,114,69,15,1,64,58
"ENSG00000113811.12",38,23,40,187,84,377,48,222,290,326,296,262,52,340,251
"ENSG00000113812.15",13,20,17,15,12,9,1,18,8,22,6,27,1,3,8
"ENSG00000113838.14",6,0,0,6,1,13,6,9,0,0,23,1,0,8,12
"ENSG00000113845.11",52,25,9,46,13,86,31,30,64,89,47,34,11,42,73
"ENSG00000113851.17",10,15,17,13,14,17,1,16,24,37,14,10,5,20,15
"ENSG00000113905.6",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000113916.18",6,0,3,5,6,13,1,0,17,27,7,14,0,16,0
"ENSG00000113946.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000113966.12",0,8,1,0,1,9,0,0,8,10,1,6,1,0,0
"ENSG00000114019.16",52,14,9,27,14,50,31,43,63,20,28,33,6,42,15
"ENSG00000114021.13",32,18,4,53,38,135,12,97,156,119,147,82,18,144,123
"ENSG00000114023.16",101,164,107,725,353,1366,189,1242,1474,1331,1574,1595,363,1832,1382
"ENSG00000114026.22",5,0,6,44,3,18,6,14,38,30,24,10,3,17,29
"ENSG00000114030.14",31,9,14,11,18,19,16,31,51,56,22,12,6,15,27
"ENSG00000114054.15",48,36,21,66,43,36,42,14,32,22,14,30,10,21,36
"ENSG00000114062.23",72,8,30,30,43,16,18,12,60,94,42,29,0,42,1
"ENSG00000114098.19",21,27,36,36,41,23,34,19,35,5,8,29,1,46,16
"ENSG00000114107.10",6,35,1,0,4,4,3,4,12,4,1,1,1,1,3
"ENSG00000114115.12",1,6,1,9,1,9,4,1,1,2,0,0,0,2,0
"ENSG00000114120.15",1,17,10,23,28,2,30,18,22,8,24,23,0,0,1
"ENSG00000114125.14",104,246,171,1378,666,2940,305,1879,2517,2557,2316,2476,625,2840,2228
"ENSG00000114126.19",14,6,0,21,16,30,1,7,8,0,16,7,3,10,5
"ENSG00000114127.12",1,1,2,10,0,13,0,9,30,16,5,10,0,28,10
"ENSG00000114166.9",1,3,2,0,0,3,0,3,8,2,2,1,0,0,5
"ENSG00000114200.11",0,1,0,0,0,0,0,1,13,16,9,12,11,9,20
"ENSG00000114209.16",18,4,9,47,19,76,24,38,47,35,30,18,24,58,55
"ENSG00000114251.15",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000114268.12",1,2,1,0,0,1,2,1,2,0,1,0,0,1,0
"ENSG00000114279.15",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000114302.18",11,7,2,9,9,9,6,5,23,23,9,7,0,16,2
"ENSG00000114315.5",27,20,15,31,40,56,29,32,55,29,56,70,7,60,26
"ENSG00000114316.14",24,34,17,61,26,46,47,37,83,55,61,56,11,52,35
"ENSG00000114331.16",1,2,7,7,3,2,0,0,0,4,6,2,0,2,6
"ENSG00000114346.15",10,10,40,15,20,60,11,11,35,60,40,27,0,11,52
"ENSG00000114353.18",842,691,399,1181,691,1095,516,982,1544,1669,1204,977,207,1214,1047
"ENSG00000114354.16",82,109,64,142,159,226,180,121,210,230,161,184,20,183,64
"ENSG00000114374.13",4,0,0,1,12,4,0,0,0,0,0,0,0,0,0
"ENSG00000114378.17",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000114383.11",206,230,183,199,231,261,231,228,336,502,263,172,63,153,162
"ENSG00000114388.15",6,12,25,4,11,49,10,15,22,13,19,12,0,9,8
"ENSG00000114391.15",6412,7551,7454,35204,18606,54445,12518,42582,56177,59938,54983,54345,11034,57751,43928
"ENSG00000114395.12",15,11,1,32,16,94,12,48,31,45,54,28,0,23,35
"ENSG00000114405.12",28,8,16,60,24,109,9,75,96,146,137,138,21,150,81
"ENSG00000114416.20",111,156,87,303,150,211,118,191,309,329,255,150,36,202,122
"ENSG00000114423.24",15,11,1,15,1,1,12,15,15,16,4,27,0,15,0
"ENSG00000114439.20",24,24,2,54,1,2,12,18,1,36,34,12,0,19,35
"ENSG00000114446.6",7,8,3,8,6,9,6,7,4,1,5,8,0,5,1
"ENSG00000114450.12",24,30,21,32,41,27,28,28,24,39,57,35,6,30,10
"ENSG00000114455.15",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000114473.15",2,2,4,5,6,17,8,10,13,4,4,5,2,5,4
"ENSG00000114480.14",12,11,11,7,13,7,13,20,16,31,10,7,1,5,10
"ENSG00000114491.15",72,30,30,139,48,38,30,67,48,72,62,38,17,23,49
"ENSG00000114503.11",565,473,346,1276,1042,1296,779,1227,1580,1404,1486,1747,316,1577,1201
"ENSG00000114520.12",4,3,2,7,1,4,2,2,5,10,4,10,1,5,3
"ENSG00000114529.14",0,0,0,10,0,9,0,1,0,0,2,1,0,1,1
"ENSG00000114541.16",20,18,14,29,27,28,14,20,17,31,22,27,2,22,24
"ENSG00000114544.18",22,12,10,9,40,23,11,3,9,30,19,0,5,66,15
"ENSG00000114554.12",3,0,0,0,1,1,1,9,34,8,1,13,0,10,14
"ENSG00000114573.13",91,35,44,64,47,22,46,28,70,55,82,76,1,43,29
"ENSG00000114626.19",1,0,10,20,15,1,20,0,0,31,10,23,0,1,10
"ENSG00000114631.11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000114646.10",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ENSG00000114648.13",38,44,36,123,68,113,51,107,112,148,144,133,21,119,105
"ENSG00000114650.22",57,27,17,46,39,18,28,66,52,93,57,47,13,33,24
"ENSG00000114656.13",0,0,1,0,1,0,1,0,0,0,0,1,0,2,0
"ENSG00000114670.15",0,0,0,20,0,0,0,0,30,0,0,6,0,12,0
"ENSG00000114686.10",85,87,48,65,66,43,98,30,77,72,54,66,9,100,28
"ENSG00000114698.16",26,18,15,20,7,23,19,23,43,76,57,50,3,16,23
"ENSG00000114735.11",18,0,0,16,1,3,0,12,1,22,56,1,0,28,13
"ENSG00000114737.17",0,9,1,6,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000114738.12",12,12,8,28,11,0,1,8,37,32,16,16,1,12,15
"ENSG00000114739.14",3,3,1,1,2,0,2,0,0,0,0,2,0,1,0
"ENSG00000114742.15",15,9,0,18,6,16,15,18,9,6,14,6,0,9,11
"ENSG00000114744.10",2,5,11,7,10,19,8,4,21,10,22,14,3,8,4
"ENSG00000114745.16",12,17,24,72,26,41,24,44,8,22,20,26,1,58,22
"ENSG00000114767.8",1,2,2,10,10,9,5,4,14,8,7,5,2,5,11
"ENSG00000114770.18",8,0,0,16,3,0,0,8,5,16,7,34,10,3,7
"ENSG00000114771.15",0,0,0,0,0,0,0,0,1,2,0,1,0,0,1
"ENSG00000114779.21",18,29,18,83,28,84,46,29,166,113,92,37,10,68,31
"ENSG00000114784.4",32,25,22,111,56,154,18,135,164,159,117,110,50,143,104
"ENSG00000114790.13",8,0,1,0,7,0,0,0,0,0,1,0,0,0,1
"ENSG00000114796.17",10,13,1,8,4,21,10,5,4,23,10,5,0,16,0
"ENSG00000114805.18",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"ENSG00000114850.8",362,385,319,1313,647,2073,363,1569,1762,2147,1972,1536,402,1837,1536
"ENSG00000114853.16",6,6,6,1,6,9,9,1,18,1,1,9,0,6,6
"ENSG00000114854.8",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000114857.20",7,6,11,40,7,19,10,26,16,28,18,22,2,6,8
"ENSG00000114859.17",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000114867.23",251,270,158,283,363,223,348,262,534,648,388,175,15,185,219
"ENSG00000114902.15",107,233,109,865,401,1370,120,1028,1366,1397,1271,1219,295,1351,1097
"ENSG00000114904.14",2,1,0,0,1,1,2,0,1,3,2,0,1,2,1
"ENSG00000114933.16",0,2,0,0,1,1,1,1,0,1,1,1,0,3,0
"ENSG00000114942.15",1089,1046,659,3589,1591,5742,984,4974,5697,6737,5619,5294,1286,6111,4688
"ENSG00000114948.14",18,9,15,19,18,12,6,12,18,11,10,12,0,6,7
"ENSG00000114956.21",123,116,132,613,274,983,195,662,887,890,831,748,171,781,605
"ENSG00000114978.19",20,33,12,35,16,24,20,25,60,34,20,19,2,19,20
"ENSG00000114982.20",42,24,1,42,0,55,12,33,35,12,12,24,1,0,18
"ENSG00000114988.13",1,1,7,2,4,1,0,3,1,4,0,3,4,3,2
"ENSG00000114993.17",9,12,0,14,1,1,0,9,21,9,9,0,0,9,1
"ENSG00000114999.9",44,19,14,20,22,28,10,18,35,28,21,18,2,12,22
"ENSG00000115008.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000115009.13",0,0,0,2,0,4,6,0,0,0,0,0,0,0,0
"ENSG00000115020.18",5,8,3,1,6,4,1,1,2,2,2,0,0,18,3
"ENSG00000115042.10",11,13,6,9,19,34,7,30,24,22,31,27,6,17,15
"ENSG00000115053.18",1340,1245,753,1774,1348,1374,1164,1114,2086,2275,1827,1704,197,1507,1107
"ENSG00000115073.8",8,7,1,15,15,12,9,13,18,19,10,9,1,19,8
"ENSG00000115084.16",2,6,1,7,11,2,1,7,18,19,8,4,3,7,12
"ENSG00000115091.13",85,55,45,121,122,102,139,95,143,180,108,82,23,88,86
"ENSG00000115107.21",20,0,16,24,20,12,1,0,20,32,1,12,0,16,8
"ENSG00000115109.15",14,0,0,18,1,4,1,0,21,1,9,11,0,6,15
"ENSG00000115128.8",79,119,108,748,292,1207,186,992,1221,1182,1319,1163,269,1374,1012
"ENSG00000115129.15",43,41,16,64,75,117,39,66,103,154,89,88,8,83,50
"ENSG00000115137.12",2,0,0,0,1,0,0,0,0,8,0,0,0,1,0
"ENSG00000115138.11",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
