"Gene","HUVEC_low1","HUVEC_low2","HUVEC_low3","HUVEC_high1","HUVEC_high2","HUVEC_high3","HUVEC_high4","HUAEC_low1","HUAEC_low2","HUAEC_low3","HUAEC_low4","HUAEC_high1","HUAEC_high2","HUAEC_high3","HUAEC_high4"
"ENSG00000259343.10",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"ENSG00000259349.5",0,0,0,1,1,3,1,0,0,2,1,4,0,2,3
"ENSG00000259364.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000259370.2",2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000259380.6",98,155,218,159,135,39,250,15,42,43,34,17,8,37,32
"ENSG00000259394.2",0,0,0,0,0,0,0,2,2,0,1,0,0,0,0
"ENSG00000259408.2",1,0,0,0,0,0,0,1,0,2,0,1,0,2,0
"ENSG00000259422.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259424.4",1,1,0,0,1,9,1,0,0,0,5,0,0,1,1
"ENSG00000259431.6",0,8,0,4,12,8,25,14,13,13,7,24,0,0,4
"ENSG00000259432.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259439.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000259448.3",0,0,0,0,0,0,1,1,1,2,2,0,0,1,0
"ENSG00000259462.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000259469.1",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ENSG00000259479.7",8,2,8,6,7,5,2,6,11,2,5,4,1,4,5
"ENSG00000259483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000259485.2",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259518.2",1,2,1,6,1,6,3,1,0,4,3,1,0,1,0
"ENSG00000259520.7",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259522.3",4,6,4,9,5,8,4,4,4,13,4,3,2,8,7
"ENSG00000259523.1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000259529.2",2,2,0,5,3,5,2,0,0,3,2,0,2,0,4
"ENSG00000259541.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259551.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000259553.6",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259556.2",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000259577.3",0,0,0,0,0,0,0,0,0,7,1,0,0,0,6
"ENSG00000259581.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000259605.3",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000259616.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000259623.1",3,1,3,0,0,2,0,0,0,0,2,2,0,0,0
"ENSG00000259631.1",0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
"ENSG00000259642.3",2,4,1,4,1,0,1,0,4,3,0,3,0,1,4
"ENSG00000259659.1",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000259660.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259668.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000259673.7",0,0,1,0,6,1,0,4,1,4,0,2,0,7,5
"ENSG00000259678.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259692.7",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"ENSG00000259694.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000259697.3",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000259701.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000259712.1",0,0,0,0,0,0,0,2,3,1,1,0,0,2,0
"ENSG00000259719.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000259723.1",0,2,0,0,1,0,1,0,1,0,0,0,0,1,0
"ENSG00000259726.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000259727.1",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"ENSG00000259736.2",0,0,0,4,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000259744.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259768.9",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000259771.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259781.1",2,3,2,0,3,0,1,1,0,0,0,0,0,1,1
"ENSG00000259788.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259803.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259804.2",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"ENSG00000259807.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259818.1",2,0,0,0,5,1,0,3,3,1,1,1,0,0,0
"ENSG00000259826.1",1,0,0,3,0,3,0,7,0,0,3,7,1,0,1
"ENSG00000259845.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259861.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000259865.1",0,2,0,1,0,1,1,1,1,1,2,1,1,0,2
"ENSG00000259867.7",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000259877.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259883.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000259891.1",0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
"ENSG00000259907.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000259916.2",1,0,0,2,3,3,1,0,0,1,1,0,0,0,2
"ENSG00000259921.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259924.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000259925.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000259933.6",0,0,0,0,0,1,0,0,0,3,1,0,0,0,0
"ENSG00000259953.2",6,0,0,0,0,0,0,0,0,1,0,2,1,0,0
"ENSG00000259954.1",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSG00000259956.2",15,12,9,18,20,13,12,11,14,17,9,9,1,5,6
"ENSG00000259959.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ENSG00000259985.1",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000259987.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000259994.1",0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
"ENSG00000260000.3",0,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"ENSG00000260001.9",1,0,1,15,0,30,0,15,1,40,1,25,0,10,10
"ENSG00000260005.6",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260018.2",1,1,2,2,0,0,0,2,0,0,1,1,0,0,0
"ENSG00000260019.3",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260021.1",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000260025.2",12,8,5,14,9,13,4,20,29,43,20,16,4,15,9
"ENSG00000260027.5",13,10,2,14,18,18,8,25,30,37,24,24,6,32,24
"ENSG00000260029.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260030.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000260032.3",56,29,28,44,36,25,31,33,54,42,41,30,6,37,29
"ENSG00000260037.5",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260070.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260075.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260083.4",9,28,9,43,37,57,36,54,92,89,67,74,6,63,134
"ENSG00000260087.1",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000260088.2",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000260093.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260097.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260101.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260109.1",4,2,0,1,3,0,1,1,1,0,0,0,0,1,0
"ENSG00000260112.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260120.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260121.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260123.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260126.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000260136.7",2,4,5,35,10,48,27,36,85,56,60,61,9,49,36
"ENSG00000260158.1",2,0,2,6,2,3,2,0,0,0,4,1,0,1,0
"ENSG00000260167.2",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"ENSG00000260179.1",0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"ENSG00000260186.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260188.1",0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000260190.1",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000260192.4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000260196.1",0,0,0,2,3,0,0,2,0,0,1,0,0,1,0
"ENSG00000260209.1",0,0,0,0,0,0,0,5,4,8,5,7,0,5,1
"ENSG00000260217.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260223.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000260230.5",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"ENSG00000260231.2",0,2,0,1,0,0,0,1,0,2,0,0,0,0,0
"ENSG00000260238.6",27,37,28,58,91,80,29,25,65,116,56,78,16,25,23
"ENSG00000260242.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260249.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260257.2",3,3,1,2,3,0,4,1,0,1,1,3,1,4,0
"ENSG00000260267.1",0,0,0,0,0,0,4,0,0,0,0,2,0,0,0
"ENSG00000260271.5",0,1,1,2,1,2,3,1,1,1,0,0,0,0,0
"ENSG00000260285.1",0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
"ENSG00000260287.4",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"ENSG00000260288.6",2,1,1,2,5,3,2,1,0,0,0,7,0,1,0
"ENSG00000260289.2",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ENSG00000260306.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000260317.1",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"ENSG00000260328.1",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000260339.3",0,0,1,0,0,0,0,2,0,1,2,0,0,0,0
"ENSG00000260343.1",0,10,1,0,0,0,4,0,0,0,0,0,0,0,0
"ENSG00000260361.1",0,0,0,0,0,0,0,2,1,1,2,0,0,1,0
"ENSG00000260367.2",0,1,0,1,1,4,0,0,1,1,4,1,0,1,3
"ENSG00000260389.2",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260395.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260401.1",1,0,0,0,0,0,2,1,1,0,0,0,0,1,0
"ENSG00000260410.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260423.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000260428.4",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260430.2",0,0,0,1,0,5,0,0,3,0,0,0,0,3,0
"ENSG00000260447.1",1,1,0,1,3,1,2,0,4,2,0,0,0,0,0
"ENSG00000260456.8",12,15,2,10,24,34,15,6,18,67,35,1,1,10,10
"ENSG00000260468.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260493.1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260505.1",0,1,0,0,0,0,0,0,2,1,0,1,0,0,1
"ENSG00000260528.7",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000260565.10",5,2,3,6,13,8,17,2,30,58,28,19,0,7,5
"ENSG00000260566.2",1,1,3,1,0,1,1,0,4,0,3,3,0,0,1
"ENSG00000260588.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000260589.1",0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000260596.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260599.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260626.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000260630.10",1,16,1,8,7,2,0,26,17,24,9,13,0,0,18
"ENSG00000260640.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000260647.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260648.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260651.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000260658.8",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000260669.2",16,7,10,45,24,73,10,55,56,75,75,58,6,46,63
"ENSG00000260676.5",0,0,0,1,1,6,0,1,0,1,0,0,0,0,0
"ENSG00000260677.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000260682.3",33,16,8,18,50,20,20,12,16,26,21,16,0,1,7
"ENSG00000260695.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260701.3",0,0,0,0,1,1,0,0,0,12,0,0,0,0,0
"ENSG00000260711.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260719.1",0,3,0,0,0,2,0,0,1,0,0,1,1,1,0
"ENSG00000260731.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000260742.1",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"ENSG00000260746.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000260747.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000260751.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260756.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260762.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260777.2",0,0,0,0,1,1,0,0,0,0,1,0,0,1,2
"ENSG00000260785.2",0,1,0,0,2,0,9,0,0,0,1,0,0,0,0
"ENSG00000260788.9",0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"ENSG00000260796.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260804.3",0,1,0,1,2,0,1,0,0,1,0,2,0,1,0
"ENSG00000260805.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260816.2",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"ENSG00000260834.2",1,1,1,2,2,0,0,0,6,0,2,0,0,0,0
"ENSG00000260850.4",1,0,2,0,0,2,0,0,12,1,0,3,0,0,0
"ENSG00000260862.1",0,0,0,1,0,1,0,0,3,0,0,0,0,1,0
"ENSG00000260866.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000260868.1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260871.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000260879.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000260880.5",0,0,0,0,0,0,1,0,0,4,1,0,0,0,0
"ENSG00000260898.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000260902.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000260905.1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000260907.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260908.2",0,1,0,0,0,1,0,0,0,0,1,0,0,1,2
"ENSG00000260910.2",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"ENSG00000260911.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000260912.1",5,2,0,0,1,0,0,0,1,1,2,0,1,1,0
"ENSG00000260916.9",20,8,19,41,41,36,23,8,45,59,18,44,6,44,10
"ENSG00000260917.1",0,0,0,0,0,0,0,4,0,0,1,0,0,2,0
"ENSG00000260918.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000260920.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000260924.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000260926.4",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000260927.3",0,3,0,4,0,0,0,0,0,0,4,0,0,0,3
"ENSG00000260941.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000260942.1",1,0,1,2,0,3,0,0,0,0,1,0,0,0,0
"ENSG00000260947.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260948.1",0,1,4,1,1,0,4,0,1,0,0,0,0,0,0
"ENSG00000260949.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000260970.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000260973.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000260975.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260986.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000260992.1",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000260996.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000261000.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261003.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000261008.10",3,3,0,1,0,10,1,0,0,0,1,2,0,1,0
"ENSG00000261014.2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ENSG00000261020.1",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261026.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261028.1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000261038.1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000261054.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000261064.1",0,0,0,0,0,1,0,1,2,2,0,1,0,0,0
"ENSG00000261077.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261093.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261094.3",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000261103.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000261118.2",0,0,0,1,0,0,0,1,3,1,0,0,0,1,5
"ENSG00000261121.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261130.5",0,0,0,0,0,0,0,3,0,0,0,0,0,5,0
"ENSG00000261136.1",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"ENSG00000261156.6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000261161.1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000261166.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000261167.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261168.1",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000261175.7",1,0,0,1,0,0,0,0,0,8,2,0,0,20,3
"ENSG00000261178.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000261187.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000261188.4",0,0,0,0,1,0,0,0,0,1,4,0,0,0,8
"ENSG00000261200.1",0,3,0,4,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261203.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000261211.3",0,0,0,4,1,4,2,2,0,0,0,0,0,0,0
"ENSG00000261221.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000261231.6",0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
"ENSG00000261236.9",15,8,7,5,16,10,7,11,8,15,5,7,2,2,8
"ENSG00000261241.8",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ENSG00000261242.1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000261272.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000261278.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000261302.7",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"ENSG00000261308.4",0,0,3,1,1,2,1,1,2,0,0,0,1,4,2
"ENSG00000261324.2",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000261326.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261338.2",1,1,0,2,3,1,0,1,0,0,0,1,0,0,0
"ENSG00000261342.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261348.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261360.4",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"ENSG00000261364.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000261366.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"ENSG00000261368.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000261373.1",0,1,0,1,0,2,1,0,0,1,6,14,0,0,4
"ENSG00000261400.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000261404.7",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000261407.3",0,0,0,0,0,1,0,0,0,4,1,0,0,0,0
"ENSG00000261419.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000261431.1",0,0,1,8,6,12,4,5,19,22,11,7,2,12,3
"ENSG00000261441.1",2,1,4,0,0,0,3,0,2,3,3,0,0,1,2
"ENSG00000261447.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261455.2",0,0,1,3,0,0,0,6,1,0,0,1,0,0,0
"ENSG00000261461.1",1,0,0,0,1,1,0,1,1,2,1,0,0,1,0
"ENSG00000261468.2",0,0,0,0,2,0,0,0,0,0,2,1,0,2,1
"ENSG00000261480.1",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
"ENSG00000261485.1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000261499.2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000261501.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000261512.2",16,14,4,26,26,18,28,10,14,41,10,10,1,13,22
"ENSG00000261519.3",0,0,0,0,1,0,0,0,2,0,2,0,0,0,0
"ENSG00000261520.6",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000261523.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000261524.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261541.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000261542.1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261555.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261556.11",1,0,0,2,2,1,0,5,2,0,1,2,0,0,2
"ENSG00000261559.1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ENSG00000261578.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261587.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000261606.5",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261613.2",0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000261617.2",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000261618.2",0,0,1,1,3,0,0,1,0,0,0,0,0,0,0
"ENSG00000261620.1",1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"ENSG00000261646.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261652.3",4,2,1,1,1,3,0,7,0,8,16,13,0,12,1
"ENSG00000261654.1",2,3,3,2,1,6,1,0,2,7,0,0,0,1,0
"ENSG00000261655.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261659.2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000261667.2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000261683.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261695.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000261703.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261716.3",1,0,0,0,0,4,1,12,8,11,10,4,0,8,9
"ENSG00000261729.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261738.8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261739.3",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000261761.5",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ENSG00000261763.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000261764.1",0,0,0,0,0,0,0,3,3,2,0,2,0,2,0
"ENSG00000261770.1",3,4,8,4,1,2,2,0,0,2,2,0,0,0,2
"ENSG00000261777.7",0,0,4,0,0,0,0,1,6,1,0,0,0,0,1
"ENSG00000261780.3",2,0,3,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261794.2",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000261799.1",0,0,0,0,0,0,0,0,1,3,1,1,0,0,0
"ENSG00000261801.9",5,0,0,1,0,0,0,2,1,8,10,5,0,6,4
"ENSG00000261804.3",0,0,1,0,0,1,3,0,1,0,0,0,0,0,0
"ENSG00000261819.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261824.9",12,24,19,30,16,19,34,17,1,17,7,4,0,13,19
"ENSG00000261826.1",1,0,4,3,3,0,0,0,0,2,3,2,0,1,1
"ENSG00000261829.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000261842.1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000261848.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000261857.8",209,173,88,262,221,241,190,155,256,342,241,190,10,186,137
